"State","District","Crop","Season","Area-2024-25","Production-2024-25","Yield-2024-25"
"Uttar Pradesh","Mahrajganj","Jowar","Total","0.00","0.00","1709.00"
"Uttar Pradesh","Mahrajganj","Bajra","Kharif","0.00","0.00","2105.00"
"Uttar Pradesh","Mahrajganj","Bajra","Total","0.00","0.00","2105.00"
"Uttar Pradesh","Mahrajganj","Small Millets","Kharif","0.00","0.00","962.00"
"Uttar Pradesh","Mahrajganj","Small Millets","Total","0.00","0.00","962.00"
"Uttar Pradesh","Mahrajganj","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1758.00"
"Uttar Pradesh","Mahrajganj","Shree Anna /Nutri Cereals","Total","0.00","0.00","1758.00"
"Uttar Pradesh","Mahrajganj","Nutri/Coarse Cereals","Kharif","0.00","0.00","1800.00"
"Uttar Pradesh","Mahrajganj","Nutri/Coarse Cereals","Rabi","0.00","0.00","2778.00"
"Uttar Pradesh","Mahrajganj","Nutri/Coarse Cereals","Summer","0.07","0.25","3483.00"
"Uttar Pradesh","Mahrajganj","Nutri/Coarse Cereals","Total","0.07","0.25","3456.00"
"Uttar Pradesh","Mahrajganj","Cereals","Kharif","1.56","4.29","2758.00"
"Uttar Pradesh","Mahrajganj","Cereals","Rabi","1.31","4.83","3698.00"
"Uttar Pradesh","Mahrajganj","Cereals","Summer","0.07","0.25","3483.00"
"Uttar Pradesh","Mahrajganj","Cereals","Total","2.93","9.38","3195.00"
"Uttar Pradesh","Mahrajganj","Tur","Kharif","0.00","0.00","1224.00"
"Uttar Pradesh","Mahrajganj","Tur","Total","0.00","0.00","1224.00"
"Uttar Pradesh","Mahrajganj","Gram","Rabi","0.00","0.00","1347.00"
"Uttar Pradesh","Mahrajganj","Gram","Total","0.00","0.00","1347.00"
"Uttar Pradesh","Mahrajganj","Urad","Kharif","0.00","0.00","627.00"
"Uttar Pradesh","Mahrajganj","Urad","Summer","0.01","0.01","1011.00"
"Uttar Pradesh","Mahrajganj","Urad","Total","0.01","0.01","998.00"
"Uttar Pradesh","Mahrajganj","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Mahrajganj","Moong","Total","0.00","0.00","393.00"
"Uttar Pradesh","Mahrajganj","Lentil","Rabi","0.08","0.12","1465.00"
"Uttar Pradesh","Mahrajganj","Lentil","Total","0.08","0.12","1465.00"
"Uttar Pradesh","Mahrajganj","Total Pulses","Total","0.09","0.13","1417.00"
"Uttar Pradesh","Mahrajganj","Total Food Grains","Kharif","1.56","4.29","2756.00"
"Uttar Pradesh","Mahrajganj","Total Food Grains","Rabi","1.39","4.95","3567.00"
"Uttar Pradesh","Mahrajganj","Total Food Grains","Summer","0.08","0.26","3248.00"
"Uttar Pradesh","Mahrajganj","Total Food Grains","Total","3.03","9.50","3141.00"
"Uttar Pradesh","Mainpuri","Rice","Kharif","0.66","2.00","3016.00"
"Uttar Pradesh","Mainpuri","Rice","Total","0.66","2.00","3016.00"
"Uttar Pradesh","Mainpuri","Wheat","Rabi","1.34","4.96","3712.00"
"Uttar Pradesh","Mainpuri","Wheat","Total","1.34","4.96","3712.00"
"Uttar Pradesh","Mainpuri","Maize","Kharif","0.10","0.35","3632.00"
"Uttar Pradesh","Mainpuri","Maize","Summer","0.22","0.77","3483.00"
"Uttar Pradesh","Mainpuri","Maize","Total","0.32","1.12","3528.00"
"Uttar Pradesh","Mainpuri","Barley","Rabi","0.04","0.11","2934.00"
"Uttar Pradesh","Mainpuri","Barley","Total","0.04","0.11","2934.00"
"Uttar Pradesh","Mainpuri","Jowar","Kharif","0.01","0.02","1709.00"
"Uttar Pradesh","Mainpuri","Jowar","Total","0.01","0.02","1709.00"
"Uttar Pradesh","Mainpuri","Bajra","Kharif","0.17","0.50","2942.00"
"Uttar Pradesh","Mainpuri","Bajra","Summer","0.03","0.05","2047.00"
"Uttar Pradesh","Mainpuri","Bajra","Total","0.20","0.56","2827.00"
"Uttar Pradesh","Mainpuri","Small Millets","Kharif","0.00","0.00","859.00"
"Uttar Pradesh","Mainpuri","Small Millets","Total","0.00","0.00","859.00"
"Uttar Pradesh","Mainpuri","Shree Anna /Nutri Cereals","Kharif","0.18","0.52","2866.00"
"Uttar Pradesh","Mainpuri","Shree Anna /Nutri Cereals","Summer","0.03","0.05","2047.00"
"Uttar Pradesh","Mainpuri","Shree Anna /Nutri Cereals","Total","0.21","0.57","2766.00"
"Uttar Pradesh","Mainpuri","Nutri/Coarse Cereals","Kharif","0.28","0.87","3130.00"
"Uttar Pradesh","Mainpuri","Nutri/Coarse Cereals","Rabi","0.04","0.11","2934.00"
"Uttar Pradesh","Mainpuri","Nutri/Coarse Cereals","Summer","0.25","0.82","3335.00"
"Uttar Pradesh","Mainpuri","Nutri/Coarse Cereals","Total","0.56","1.80","3206.00"
"Uttar Pradesh","Mainpuri","Cereals","Kharif","0.94","2.86","3049.00"
"Uttar Pradesh","Mainpuri","Cereals","Rabi","1.37","5.07","3690.00"
"Uttar Pradesh","Mainpuri","Cereals","Summer","0.25","0.82","3335.00"
"Uttar Pradesh","Mainpuri","Cereals","Total","2.56","8.76","3421.00"
"Uttar Pradesh","Mainpuri","Tur","Kharif","0.00","0.00","1556.00"
"Uttar Pradesh","Mainpuri","Tur","Total","0.00","0.00","1556.00"
"Uttar Pradesh","Mainpuri","Gram","Rabi","0.00","0.00","2266.00"
"Uttar Pradesh","Mainpuri","Gram","Total","0.00","0.00","2266.00"
"Uttar Pradesh","Mainpuri","Urad","Kharif","0.00","0.00","627.00"
"Uttar Pradesh","Mainpuri","Urad","Summer","0.03","0.02","803.00"
"Uttar Pradesh","Mainpuri","Urad","Total","0.03","0.02","801.00"
"Uttar Pradesh","Mainpuri","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Mainpuri","Moong","Summer","0.07","0.05","772.00"
"Uttar Pradesh","Mainpuri","Moong","Total","0.07","0.05","771.00"
"Uttar Pradesh","Mainpuri","Lentil","Rabi","0.00","0.00","1035.00"
"Uttar Pradesh","Mainpuri","Lentil","Total","0.00","0.00","1035.00"
"Uttar Pradesh","Mainpuri","Total Pulses","Total","0.10","0.09","816.00"
"Uttar Pradesh","Mainpuri","Total Food Grains","Kharif","0.94","2.87","3044.00"
"Uttar Pradesh","Mainpuri","Total Food Grains","Rabi","1.38","5.08","3683.00"
"Uttar Pradesh","Mainpuri","Total Food Grains","Summer","0.34","0.90","2612.00"
"Uttar Pradesh","Mainpuri","Total Food Grains","Total","2.66","8.84","3319.00"
"Uttar Pradesh","Mathura","Rice","Kharif","1.14","2.51","2211.00"
"Uttar Pradesh","Mathura","Rice","Total","1.14","2.51","2211.00"
"Uttar Pradesh","Mathura","Wheat","Rabi","1.69","6.27","3717.00"
"Uttar Pradesh","Mathura","Wheat","Total","1.69","6.27","3717.00"
"Uttar Pradesh","Mathura","Maize","Kharif","0.00","0.00","3549.00"
"Uttar Pradesh","Mathura","Maize","Summer","0.06","0.21","3483.00"
"Uttar Pradesh","Mathura","Maize","Total","0.06","0.21","3483.00"
"Uttar Pradesh","Mathura","Barley","Rabi","0.05","0.15","2934.00"
"Uttar Pradesh","Mathura","Barley","Total","0.05","0.15","2934.00"
"Uttar Pradesh","Mathura","Jowar","Kharif","0.14","0.24","1709.00"
"Uttar Pradesh","Mathura","Jowar","Total","0.14","0.24","1709.00"
"Uttar Pradesh","Mathura","Bajra","Kharif","0.45","1.06","2372.00"
"Uttar Pradesh","Mathura","Bajra","Summer","0.13","0.21","1650.00"
"Uttar Pradesh","Mathura","Bajra","Total","0.57","1.27","2213.00"
"Uttar Pradesh","Mathura","Small Millets","Kharif","0.00","0.00","851.00"
"Uttar Pradesh","Mathura","Small Millets","Total","0.00","0.00","851.00"
"Uttar Pradesh","Mathura","Shree Anna /Nutri Cereals","Kharif","0.59","1.30","2215.00"
"Uttar Pradesh","Mathura","Shree Anna /Nutri Cereals","Summer","0.13","0.21","1650.00"
"Uttar Pradesh","Mathura","Shree Anna /Nutri Cereals","Total","0.71","1.51","2115.00"
"Uttar Pradesh","Mathura","Nutri/Coarse Cereals","Kharif","0.59","1.30","2215.00"
"Uttar Pradesh","Mathura","Nutri/Coarse Cereals","Rabi","0.05","0.15","2934.00"
"Uttar Pradesh","Mathura","Nutri/Coarse Cereals","Summer","0.19","0.42","2250.00"
"Uttar Pradesh","Mathura","Nutri/Coarse Cereals","Total","0.83","1.88","2268.00"
"Uttar Pradesh","Mathura","Cereals","Kharif","1.72","3.81","2213.00"
"Uttar Pradesh","Mathura","Cereals","Rabi","1.74","6.43","3694.00"
"Uttar Pradesh","Mathura","Cereals","Summer","0.19","0.42","2250.00"
"Uttar Pradesh","Mathura","Cereals","Total","3.65","10.66","2920.00"
"Uttar Pradesh","Mathura","Tur","Kharif","0.01","0.01","1556.00"
"Uttar Pradesh","Mathura","Tur","Total","0.01","0.01","1556.00"
"Uttar Pradesh","Mathura","Urad","Kharif","0.00","0.00","627.00"
"Uttar Pradesh","Mathura","Urad","Total","0.00","0.00","627.00"
"Uttar Pradesh","Mathura","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Mathura","Moong","Summer","0.22","0.23","1018.00"
"Uttar Pradesh","Mathura","Moong","Total","0.22","0.23","1016.00"
"Uttar Pradesh","Mathura","Lentil","Rabi","0.00","0.00","1035.00"
"Uttar Pradesh","Mathura","Lentil","Total","0.00","0.00","1035.00"
"Uttar Pradesh","Mathura","Total Pulses","Total","0.23","0.24","1027.00"
"Uttar Pradesh","Mathura","Total Food Grains","Kharif","1.73","3.82","2209.00"
"Uttar Pradesh","Mathura","Total Food Grains","Rabi","1.74","6.43","3693.00"
"Uttar Pradesh","Mathura","Total Food Grains","Summer","0.41","0.65","1581.00"
"Uttar Pradesh","Mathura","Total Food Grains","Total","3.88","10.90","2808.00"
"Uttar Pradesh","Mau","Rice","Kharif","0.90","2.41","2682.00"
"Uttar Pradesh","Mau","Rice","Total","0.90","2.41","2682.00"
"Uttar Pradesh","Mau","Wheat","Rabi","0.92","3.24","3505.00"
"Uttar Pradesh","Mau","Wheat","Total","0.92","3.24","3505.00"
"Uttar Pradesh","Mau","Maize","Kharif","0.00","0.00","2736.00"
"Uttar Pradesh","Mau","Maize","Summer","0.00","0.00","2097.00"
"Uttar Pradesh","Mau","Maize","Total","0.00","0.00","2249.00"
"Uttar Pradesh","Mau","Barley","Rabi","0.03","0.08","2768.00"
"Uttar Pradesh","Mau","Barley","Total","0.03","0.08","2768.00"
"Uttar Pradesh","Mau","Jowar","Kharif","0.00","0.00","1709.00"
"Uttar Pradesh","Mau","Jowar","Total","0.00","0.00","1709.00"
"Uttar Pradesh","Mau","Bajra","Kharif","0.00","0.00","2105.00"
"Uttar Pradesh","Mau","Bajra","Summer","0.00","0.00","1601.00"
"Uttar Pradesh","Mau","Bajra","Total","0.00","0.00","2056.00"
"Uttar Pradesh","Mau","Small Millets","Kharif","0.00","0.00","850.00"
"Uttar Pradesh","Mau","Small Millets","Total","0.00","0.00","850.00"
"Uttar Pradesh","Mau","Shree Anna /Nutri Cereals","Kharif","0.00","0.01","1882.00"
"Uttar Pradesh","Mau","Shree Anna /Nutri Cereals","Summer","0.00","0.00","1601.00"
"Uttar Pradesh","Mau","Shree Anna /Nutri Cereals","Total","0.00","0.01","1867.00"
"Uttar Pradesh","Mau","Nutri/Coarse Cereals","Kharif","0.00","0.01","1927.00"
"Uttar Pradesh","Mau","Nutri/Coarse Cereals","Rabi","0.03","0.08","2768.00"
"Uttar Pradesh","Mau","Nutri/Coarse Cereals","Summer","0.00","0.00","1977.00"
"Uttar Pradesh","Mau","Nutri/Coarse Cereals","Total","0.03","0.09","2667.00"
"Uttar Pradesh","Mau","Cereals","Kharif","0.90","2.42","2679.00"
"Uttar Pradesh","Mau","Cereals","Rabi","0.95","3.32","3483.00"
"Uttar Pradesh","Mau","Cereals","Summer","0.00","0.00","1977.00"
"Uttar Pradesh","Mau","Cereals","Total","1.86","5.74","3091.00"
"Uttar Pradesh","Mau","Tur","Kharif","0.01","0.01","1238.00"
"Uttar Pradesh","Mau","Tur","Total","0.01","0.01","1238.00"
"Uttar Pradesh","Mau","Gram","Rabi","0.02","0.03","1745.00"
"Uttar Pradesh","Mau","Gram","Total","0.02","0.03","1745.00"
"Uttar Pradesh","Mau","Urad","Kharif","0.00","0.00","627.00"
"Uttar Pradesh","Mau","Urad","Summer","0.00","0.00","1011.00"
"Uttar Pradesh","Mau","Urad","Total","0.00","0.00","983.00"
"Uttar Pradesh","Mau","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Mau","Moong","Total","0.00","0.00","393.00"
"Uttar Pradesh","Mau","Lentil","Rabi","0.00","0.01","1535.00"
"Uttar Pradesh","Mau","Lentil","Total","0.00","0.01","1535.00"
"Uttar Pradesh","Mau","Total Pulses","Total","0.03","0.05","1536.00"
"Uttar Pradesh","Mau","Total Food Grains","Kharif","0.91","2.43","2668.00"
"Uttar Pradesh","Mau","Total Food Grains","Rabi","0.97","3.35","3441.00"
"Uttar Pradesh","Mau","Total Food Grains","Summer","0.00","0.00","1207.00"
"Uttar Pradesh","Mau","Total Food Grains","Total","1.89","5.79","3064.00"
"Uttar Pradesh","Meerut","Rice","Kharif","0.13","0.33","2556.00"
"Uttar Pradesh","Meerut","Rice","Summer","0.00","0.00","3068.00"
"Uttar Pradesh","Meerut","Rice","Total","0.13","0.33","2560.00"
"Uttar Pradesh","Meerut","Wheat","Rabi","0.72","2.93","4049.00"
"Uttar Pradesh","Meerut","Wheat","Total","0.72","2.93","4049.00"
"Uttar Pradesh","Meerut","Maize","Kharif","0.00","0.00","2250.00"
"Uttar Pradesh","Meerut","Maize","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Meerut","Maize","Summer","0.02","0.09","3483.00"
"Uttar Pradesh","Meerut","Maize","Total","0.03","0.09","3463.00"
"Uttar Pradesh","Meerut","Barley","Rabi","0.00","0.00","2768.00"
"Uttar Pradesh","Meerut","Barley","Total","0.00","0.00","2768.00"
"Uttar Pradesh","Meerut","Jowar","Kharif","0.08","0.10","1286.00"
"Uttar Pradesh","Meerut","Jowar","Total","0.08","0.10","1286.00"
"Uttar Pradesh","Meerut","Bajra","Kharif","0.00","0.00","1843.00"
"Uttar Pradesh","Meerut","Bajra","Total","0.00","0.00","1843.00"
"Uttar Pradesh","Meerut","Small Millets","Kharif","0.00","0.00","909.00"
"Uttar Pradesh","Meerut","Small Millets","Total","0.00","0.00","909.00"
"Uttar Pradesh","Meerut","Shree Anna /Nutri Cereals","Kharif","0.08","0.11","1302.00"
"Uttar Pradesh","Meerut","Shree Anna /Nutri Cereals","Total","0.08","0.11","1302.00"
"Uttar Pradesh","Meerut","Nutri/Coarse Cereals","Kharif","0.08","0.11","1304.00"
"Uttar Pradesh","Meerut","Nutri/Coarse Cereals","Rabi","0.00","0.00","2813.00"
"Uttar Pradesh","Meerut","Nutri/Coarse Cereals","Summer","0.02","0.09","3483.00"
"Uttar Pradesh","Meerut","Nutri/Coarse Cereals","Total","0.11","0.20","1809.00"
"Uttar Pradesh","Meerut","Cereals","Kharif","0.21","0.44","2063.00"
"Uttar Pradesh","Meerut","Cereals","Rabi","0.73","2.94","4048.00"
"Uttar Pradesh","Meerut","Cereals","Summer","0.03","0.09","3463.00"
"Uttar Pradesh","Meerut","Cereals","Total","0.96","3.46","3595.00"
"Uttar Pradesh","Meerut","Tur","Kharif","0.00","0.00","1154.00"
"Uttar Pradesh","Meerut","Tur","Total","0.00","0.00","1154.00"
"Uttar Pradesh","Meerut","Gram","Rabi","0.00","0.00","1347.00"
"Uttar Pradesh","Meerut","Gram","Total","0.00","0.00","1347.00"
"Uttar Pradesh","Meerut","Urad","Kharif","0.00","0.00","1292.00"
"Uttar Pradesh","Meerut","Urad","Summer","0.01","0.01","1011.00"
"Uttar Pradesh","Meerut","Urad","Total","0.01","0.01","1084.00"
"Uttar Pradesh","Meerut","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Meerut","Moong","Total","0.00","0.00","393.00"
"Uttar Pradesh","Meerut","Lentil","Rabi","0.01","0.01","1035.00"
"Uttar Pradesh","Meerut","Lentil","Total","0.01","0.01","1035.00"
"Uttar Pradesh","Meerut","Total Pulses","Total","0.02","0.02","1059.00"
"Uttar Pradesh","Meerut","Total Food Grains","Kharif","0.22","0.44","2038.00"
"Uttar Pradesh","Meerut","Total Food Grains","Rabi","0.73","2.95","4016.00"
"Uttar Pradesh","Meerut","Total Food Grains","Summer","0.03","0.10","2899.00"
"Uttar Pradesh","Meerut","Total Food Grains","Total","0.99","3.49","3540.00"
"Uttar Pradesh","Mirzapur","Rice","Kharif","1.14","3.52","3081.00"
"Uttar Pradesh","Mirzapur","Rice","Total","1.14","3.52","3081.00"
"Uttar Pradesh","Mirzapur","Wheat","Rabi","1.22","4.16","3421.00"
"Uttar Pradesh","Mirzapur","Wheat","Total","1.22","4.16","3421.00"
"Uttar Pradesh","Mirzapur","Maize","Kharif","0.01","0.01","1318.00"
"Uttar Pradesh","Mirzapur","Maize","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Mirzapur","Maize","Summer","0.01","0.03","3483.00"
"Uttar Pradesh","Mirzapur","Maize","Total","0.02","0.04","2459.00"
"Uttar Pradesh","Mirzapur","Barley","Rabi","0.06","0.17","2768.00"
"Uttar Pradesh","Mirzapur","Barley","Total","0.06","0.17","2768.00"
"Uttar Pradesh","Mirzapur","Jowar","Kharif","0.05","0.07","1286.00"
"Uttar Pradesh","Mirzapur","Jowar","Total","0.05","0.07","1286.00"
"Uttar Pradesh","Mirzapur","Bajra","Kharif","0.10","0.14","1332.00"
"Uttar Pradesh","Mirzapur","Bajra","Total","0.10","0.14","1332.00"
"Uttar Pradesh","Mirzapur","Small Millets","Kharif","0.01","0.01","854.00"
"Uttar Pradesh","Mirzapur","Small Millets","Total","0.01","0.01","854.00"
"Uttar Pradesh","Mirzapur","Shree Anna /Nutri Cereals","Kharif","0.17","0.22","1281.00"
"Uttar Pradesh","Mirzapur","Shree Anna /Nutri Cereals","Total","0.17","0.22","1281.00"
"Uttar Pradesh","Mirzapur","Nutri/Coarse Cereals","Kharif","0.18","0.23","1283.00"
"Uttar Pradesh","Mirzapur","Nutri/Coarse Cereals","Rabi","0.06","0.17","2769.00"
"Uttar Pradesh","Mirzapur","Nutri/Coarse Cereals","Summer","0.01","0.03","3483.00"
"Uttar Pradesh","Mirzapur","Nutri/Coarse Cereals","Total","0.25","0.43","1728.00"
"Uttar Pradesh","Mirzapur","Cereals","Kharif","1.32","3.74","2839.00"
"Uttar Pradesh","Mirzapur","Cereals","Rabi","1.28","4.32","3391.00"
"Uttar Pradesh","Mirzapur","Cereals","Summer","0.01","0.03","3483.00"
"Uttar Pradesh","Mirzapur","Cereals","Total","2.60","8.10","3111.00"
"Uttar Pradesh","Mirzapur","Tur","Kharif","0.04","0.04","1054.00"
"Uttar Pradesh","Mirzapur","Tur","Total","0.04","0.04","1054.00"
"Uttar Pradesh","Mirzapur","Gram","Rabi","0.06","0.07","1131.00"
"Uttar Pradesh","Mirzapur","Gram","Total","0.06","0.07","1131.00"
"Uttar Pradesh","Mirzapur","Urad","Kharif","0.00","0.00","627.00"
"Uttar Pradesh","Mirzapur","Urad","Summer","0.00","0.00","1011.00"
"Uttar Pradesh","Mirzapur","Urad","Total","0.00","0.00","628.00"
"Uttar Pradesh","Mirzapur","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Mirzapur","Moong","Total","0.00","0.00","393.00"
"Uttar Pradesh","Mirzapur","Lentil","Rabi","0.07","0.06","818.00"
"Uttar Pradesh","Mirzapur","Lentil","Total","0.07","0.06","818.00"
"Uttar Pradesh","Mirzapur","Total Pulses","Total","0.18","0.18","967.00"
"Uttar Pradesh","Mirzapur","Total Food Grains","Kharif","1.37","3.79","2772.00"
"Uttar Pradesh","Mirzapur","Total Food Grains","Rabi","1.41","4.45","3161.00"
"Uttar Pradesh","Mirzapur","Total Food Grains","Summer","0.01","0.03","3480.00"
"Uttar Pradesh","Mirzapur","Total Food Grains","Total","2.79","8.28","2971.00"
"Uttar Pradesh","Moradabad","Rice","Kharif","0.90","2.60","2873.00"
"Uttar Pradesh","Moradabad","Rice","Summer","0.00","0.01","3068.00"
"Uttar Pradesh","Moradabad","Rice","Total","0.91","2.60","2873.00"
"Uttar Pradesh","Moradabad","Wheat","Rabi","1.14","4.54","3987.00"
"Uttar Pradesh","Moradabad","Wheat","Total","1.14","4.54","3987.00"
"Uttar Pradesh","Moradabad","Maize","Kharif","0.00","0.00","2191.00"
"Uttar Pradesh","Moradabad","Maize","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Moradabad","Maize","Summer","0.00","0.02","3663.00"
"Uttar Pradesh","Moradabad","Maize","Total","0.00","0.02","3576.00"
"Uttar Pradesh","Moradabad","Jowar","Kharif","0.02","0.04","1709.00"
"Uttar Pradesh","Moradabad","Jowar","Total","0.02","0.04","1709.00"
"Uttar Pradesh","Moradabad","Bajra","Kharif","0.03","0.05","1469.00"
"Uttar Pradesh","Moradabad","Bajra","Total","0.03","0.05","1469.00"
"Uttar Pradesh","Moradabad","Small Millets","Kharif","0.00","0.00","855.00"
"Uttar Pradesh","Moradabad","Small Millets","Total","0.00","0.00","855.00"
"Uttar Pradesh","Moradabad","Shree Anna /Nutri Cereals","Kharif","0.06","0.09","1561.00"
"Uttar Pradesh","Moradabad","Shree Anna /Nutri Cereals","Total","0.06","0.09","1561.00"
"Uttar Pradesh","Moradabad","Nutri/Coarse Cereals","Kharif","0.06","0.09","1561.00"
"Uttar Pradesh","Moradabad","Nutri/Coarse Cereals","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Moradabad","Nutri/Coarse Cereals","Summer","0.00","0.02","3663.00"
"Uttar Pradesh","Moradabad","Nutri/Coarse Cereals","Total","0.06","0.10","1725.00"
"Uttar Pradesh","Moradabad","Cereals","Kharif","0.96","2.69","2797.00"
"Uttar Pradesh","Moradabad","Cereals","Rabi","1.14","4.54","3987.00"
"Uttar Pradesh","Moradabad","Cereals","Summer","0.01","0.02","3502.00"
"Uttar Pradesh","Moradabad","Cereals","Total","2.10","7.25","3442.00"
"Uttar Pradesh","Moradabad","Tur","Kharif","0.00","0.00","1239.00"
"Uttar Pradesh","Moradabad","Tur","Total","0.00","0.00","1239.00"
"Uttar Pradesh","Moradabad","Gram","Rabi","0.00","0.00","1347.00"
"Uttar Pradesh","Moradabad","Gram","Total","0.00","0.00","1347.00"
"Uttar Pradesh","Moradabad","Urad","Kharif","0.01","0.02","1321.00"
"Uttar Pradesh","Moradabad","Urad","Total","0.01","0.02","1321.00"
"Uttar Pradesh","Moradabad","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Moradabad","Moong","Total","0.00","0.00","393.00"
"Uttar Pradesh","Moradabad","Lentil","Rabi","0.01","0.01","1035.00"
"Uttar Pradesh","Moradabad","Lentil","Total","0.01","0.01","1035.00"
"Uttar Pradesh","Moradabad","Total Pulses","Total","0.02","0.03","1215.00"
"Uttar Pradesh","Moradabad","Total Food Grains","Kharif","0.98","2.71","2773.00"
"Uttar Pradesh","Moradabad","Total Food Grains","Rabi","1.15","4.55","3964.00"
"Uttar Pradesh","Moradabad","Total Food Grains","Summer","0.01","0.02","3502.00"
"Uttar Pradesh","Moradabad","Total Food Grains","Total","2.13","7.28","3417.00"
"Uttar Pradesh","Muzaffarnagar","Rice","Kharif","0.06","0.15","2540.00"
"Uttar Pradesh","Muzaffarnagar","Rice","Total","0.06","0.15","2540.00"
"Uttar Pradesh","Muzaffarnagar","Wheat","Rabi","0.71","2.81","3960.00"
"Uttar Pradesh","Muzaffarnagar","Wheat","Total","0.71","2.81","3960.00"
"Uttar Pradesh","Muzaffarnagar","Maize","Kharif","0.00","0.00","2208.00"
"Uttar Pradesh","Muzaffarnagar","Maize","Rabi","0.00","0.00","2889.00"
"Uttar Pradesh","Muzaffarnagar","Maize","Summer","0.02","0.07","3483.00"
"Uttar Pradesh","Muzaffarnagar","Maize","Total","0.02","0.07","3463.00"
"Uttar Pradesh","Muzaffarnagar","Barley","Rabi","0.00","0.00","2768.00"
"Uttar Pradesh","Muzaffarnagar","Barley","Total","0.00","0.00","2768.00"
"Uttar Pradesh","Muzaffarnagar","Jowar","Kharif","0.06","0.10","1709.00"
"Uttar Pradesh","Muzaffarnagar","Jowar","Total","0.06","0.10","1709.00"
"Uttar Pradesh","Muzaffarnagar","Bajra","Kharif","0.00","0.01","2105.00"
"Uttar Pradesh","Muzaffarnagar","Bajra","Total","0.00","0.01","2105.00"
"Uttar Pradesh","Muzaffarnagar","Small Millets","Kharif","0.00","0.00","867.00"
"Uttar Pradesh","Muzaffarnagar","Small Millets","Total","0.00","0.00","867.00"
"Uttar Pradesh","Muzaffarnagar","Shree Anna /Nutri Cereals","Kharif","0.06","0.11","1734.00"
"Uttar Pradesh","Muzaffarnagar","Shree Anna /Nutri Cereals","Total","0.06","0.11","1734.00"
"Uttar Pradesh","Muzaffarnagar","Nutri/Coarse Cereals","Kharif","0.06","0.11","1734.00"
"Uttar Pradesh","Muzaffarnagar","Nutri/Coarse Cereals","Rabi","0.00","0.00","2804.00"
"Uttar Pradesh","Muzaffarnagar","Nutri/Coarse Cereals","Summer","0.02","0.07","3483.00"
"Uttar Pradesh","Muzaffarnagar","Nutri/Coarse Cereals","Total","0.08","0.18","2180.00"
"Uttar Pradesh","Muzaffarnagar","Cereals","Kharif","0.12","0.25","2128.00"
"Uttar Pradesh","Muzaffarnagar","Cereals","Rabi","0.71","2.82","3957.00"
"Uttar Pradesh","Muzaffarnagar","Cereals","Summer","0.02","0.07","3483.00"
"Uttar Pradesh","Muzaffarnagar","Cereals","Total","0.85","3.14","3689.00"
"Uttar Pradesh","Muzaffarnagar","Tur","Kharif","0.00","0.00","1238.00"
"Uttar Pradesh","Muzaffarnagar","Tur","Total","0.00","0.00","1238.00"
"Uttar Pradesh","Muzaffarnagar","Gram","Rabi","0.00","0.00","1347.00"
"Uttar Pradesh","Muzaffarnagar","Gram","Total","0.00","0.00","1347.00"
"Uttar Pradesh","Muzaffarnagar","Urad","Kharif","0.00","0.00","627.00"
"Uttar Pradesh","Muzaffarnagar","Urad","Summer","0.00","0.00","1011.00"
"Uttar Pradesh","Muzaffarnagar","Urad","Total","0.00","0.00","730.00"
"Uttar Pradesh","Muzaffarnagar","Moong","Kharif","0.00","0.00","393.00"
"Uttar Pradesh","Muzaffarnagar","Moong","Total","0.00","0.00","393.00"
"Uttar Pradesh","Muzaffarnagar","Lentil","Rabi","0.01","0.00","956.00"
"Uttar Pradesh","Muzaffarnagar","Lentil","Total","0.01","0.00","956.00"
"Uttar Pradesh","Muzaffarnagar","Total Pulses","Total","0.01","0.01","844.00"
"Uttar Pradesh","Muzaffarnagar","Total Food Grains","Kharif","0.12","0.26","2078.00"
"Uttar Pradesh","Muzaffarnagar","Total Food Grains","Rabi","0.72","2.82","3933.00"
"Uttar Pradesh","Muzaffarnagar","Total Food Grains","Summer","0.02","0.07","3360.00"
"Uttar Pradesh","Muzaffarnagar","Total Food Grains","Total","0.86","3.15","3654.00"
"Uttar Pradesh","Pilibhit","Rice","Kharif","1.08","3.47","3209.00"
"Uttar Pradesh","Pilibhit","Rice","Summer","0.01","0.02","3068.00"
"Uttar Pradesh","Pilibhit","Rice","Total","1.09","3.48","3209.00"
"Uttar Pradesh","Pilibhit","Wheat","Rabi","1.40","6.33","4509.00"
"Uttar Pradesh","Pilibhit","Wheat","Total","1.40","6.33","4509.00"
"Uttar Pradesh","Pilibhit","Maize","Kharif","0.00","0.00","2606.00"
"Uttar Pradesh","Pilibhit","Maize","Rabi","0.00","0.00","2889.00"
